,Mass,Radius,Temperature,Density,Luminosity,Hydrogen,Opacity,Convection,Pressure,Velocity
0,0.0,0.0,13730000.0,77.59184435,0.0,0.732,2.0627812534396512,1.0,1.4624192928837075e+17,7.995942909329947e-11
1,1.9908743925112763e+30,1834039908.0434854,13629084.029795256,76.67413762595396,2.2155413996681277e+31,0.732,2.0860928371579193,0.0,1.4345010327769693e+17,7.646205698806255e-11
2,3.9817487850225527e+30,2314013626.771179,13569941.529621,76.13270740630718,4.362258041936179e+31,0.732,2.0998644166963785,0.0,1.418190418912295e+17,7.448112436710958e-11
3,5.972623177533829e+30,2652048613.292808,13520411.462137721,75.67811658962493,6.458321917683451e+31,0.732,2.111478943180749,0.0,1.404576892748954e+17,7.286037737198141e-11
4,7.963497570045105e+30,2922079551.7355027,13476257.257323666,75.27208958047632,8.511381850397199e+31,0.732,2.1218978066605043,0.0,1.3924787025588054e+17,7.1444105462695e-11
5,9.954371962556381e+30,3150824746.4075885,13435723.15829223,74.89870586859482,1.052622326899904e+32,0.732,2.1315162708888375,0.0,1.3814038349511731e+17,7.01670069308602e-11
6,1.1945246355067659e+31,3351358148.0712857,13397861.057424936,74.54943797710321,1.2506258233394957e+32,0.732,2.1405486110841703,0.0,1.3710874026195008e+17,6.899360132476564e-11
7,1.3936120747578935e+31,3531173643.460603,13362090.001500312,74.21901858941422,1.4454104393944828e+32,0.732,2.1491246492213043,0.0,1.361365991692483e+17,6.790192331040379e-11
8,1.592699514009021e+31,3695013858.2483697,13328018.71863782,73.90392158255233,1.637186553050726e+32,0.732,2.157332054444044,0.0,1.3521297687827771e+17,6.687710812915155e-11
9,1.7917869532601487e+31,3846087610.723132,13295368.668097854,73.60164440490016,1.8261274443482773e+32,0.732,2.1652332510687193,0.0,1.3433005718571242e+17,6.590852103020543e-11
10,1.9908743925112763e+31,3986691302.838649,13263933.197663242,73.31030617432764,2.012382726407531e+32,0.732,2.172873788910991,0.0,1.334819849914922e+17,6.498818925967824e-11
11,2.189961831762404e+31,4118517398.3350573,13233551.944125062,73.02848182352557,2.1960795844065018e+32,0.732,2.1802898143726717,0.0,1.3266427752732874e+17,6.410994811215837e-11
