,Mass,Radius,Temperature,Density,Luminosity,Hydrogen,Opacity,Pressure,Velocity
0,0.0,0.0,14761019.72849248,95.29562538341582,0.0,0.6486577724450353,1.3908718586555764,1.809782986163118e+17,1.2574915724720244e-10
1,1.9905881770820742e+30,1708467082.322836,14636087.32917461,94.2373432313968,3.1136797875743903e+31,0.6525294283492856,1.411855592055495,1.7800574937118317e+17,1.1921877294435867e-10
2,3.9811763541641485e+30,2156554936.1664376,14558121.63214194,93.62085191453689,6.103297402126059e+31,0.6547024391657988,1.4255682161491303,1.7620537397576202e+17,1.1540293211485885e-10
3,5.971764531246221e+30,2471982472.911664,14491263.446780719,93.10271115444735,9.011493666023883e+31,0.6564701499579233,1.4375773683337498,1.7467195629278912e+17,1.1226447615179476e-10
4,7.962352708328297e+30,2723874670.214366,14430793.916538179,92.63763054213246,1.1850836410810634e+32,0.6580076074800411,1.448599201059439,1.732866294766601e+17,1.0952194741981928e-10
5,9.95294088541037e+30,2937199269.8605657,14374761.116317773,92.20688662512804,1.4629062360202375e+32,0.6593884220881049,1.4589243895783204,1.720003513009642e+17,1.0705539033642929e-10
6,1.1943529062492445e+31,3124176224.444053,14322119.930649271,91.80047922132803,1.7351727979124326e+32,0.6606525998676857,1.4687053022513203,1.7078696030521072e+17,1.0479882951436147e-10
7,1.3934117239574515e+31,3291809785.5009804,14272234.739944717,91.41229499603848,2.002314968873121e+32,0.6618248887239955,1.4780315549350274,1.6963052135952294e+17,1.0271094283229127e-10
8,1.5924705416656594e+31,3444532703.7329183,14224675.429698654,91.03828245382775,2.2646846351238707e+32,0.6629221790379973,1.486962907943317,1.685204175682403e+17,1.0076328219762934e-10
9,1.7915293593738669e+31,3585349142.874575,14179139.951716928,90.67562040995442,2.5225779915258795e+32,0.6639564700791216,1.4955398855279913,1.6744924215998006e+17,9.893534182361344e-11
10,1.990588177082074e+31,3716400203.683801,14135405.414925948,90.32220328162298,2.7762504890121703e+32,0.6649367789336994,1.5037907465778795,1.664114959887575e+17,9.721159465460668e-11
11,2.1896469947902813e+31,3839272087.147355,14093297.705288047,89.9764893097033,3.0259263220482795e+32,0.6658700863214463,1.5117377709463922,1.654030583555651e+17,9.55798467713716e-11
12,2.3887058124984885e+31,3955176429.9331236,14052679.360563435,89.63727912642337,3.27180494490174e+32,0.6667619391477461,1.5193978344547512,1.6442070509077338e+17,9.403030585455711e-11
13,2.587764630206696e+31,4065062119.097784,14013440.044840746,89.30362419377929,3.514065801850803e+32,0.6676168125522693,1.5267838038698667,1.6346186888381955e+17,9.255496342292603e-11
14,2.7868234479149034e+31,4169687792.6,13975487.244081438,88.97478557817418,3.752871810251677e+32,0.6684383967716664,1.5339065774523242,1.6252448707731594e+17,9.114711067679927e-11
15,2.985882265623111e+31,4269670620.5836596,13938738.373396048,88.65018523518481,3.988371867017088e+32,0.6692298636470033,1.5407767484382044,1.616068512583889e+17,8.980095049580592e-11
16,3.184941083331319e+31,4365520194.561289,13903127.242310364,88.32933707252515,4.220702851492646e+32,0.6699938016744783,1.5474017255138408,1.607075455552707e+17,8.851161932418783e-11
17,3.3839999010395256e+31,4457662743.276616,13868593.014210248,88.01186411187626,4.449991358221331e+32,0.6707324678227389,1.5537891653561262,1.5982538002445494e+17,8.727482381197809e-11
18,3.5830587187477337e+31,4546458774.328715,13835078.816008478,87.69746617810054,4.67635483592909e+32,0.6714478699590337,1.5599469820530767,1.5895932483298333e+17,8.608672589615633e-11
19,3.7821175364559414e+31,4632216228.464761,13802536.557078244,87.38588708934829,4.8999026200321166e+32,0.6721416962422083,1.5658814059548343,1.581084962265044e+17,8.494399575514276e-11
20,3.981176354164148e+31,4715200470.528023,13770919.153975299,87.0769481965548,5.1207368546534804e+32,0.6728154546142148,1.571599750891337,1.5727214453229507e+17,8.384360034741196e-11
21,4.180235171872355e+31,4795641944.575216,13740183.983128035,86.77049128962904,5.338953156001212e+32,0.6734704807223861,1.5771086205170595,1.5644959076095318e+17,8.278281862985046e-11
22,4.379293989580563e+31,4873742193.692867,13710289.890902197,86.46639884929598,5.554641215165356e+32,0.6741079786453362,1.5824150604897027,1.5564023366435498e+17,8.175915819882142e-11
23,4.57835280728877e+31,4949678598.198626,13681200.027670247,86.16457021589642,5.76788532220437e+32,0.6747289913890189,1.5875253357458088,1.5484353501226883e+17,8.077038567585492e-11
24,4.777411624996977e+31,5023608180.493976,13652875.080015365,85.86495044972956,5.978764790323501e+32,0.6753345194065586,1.5924474340161319,1.540590089703759e+17,7.981436927213856e-11
25,4.976470442705185e+31,5095670652.636805,13625282.197472436,85.56748437271126,6.1873543139683774e+32,0.6759253797171811,1.5971876063633617,1.5328622316406496e+17,7.888924239270807e-11
26,5.175529260413392e+31,5165990935.4605255,13598384.76742501,85.27214371265043,6.393724355770496e+32,0.6765024126317064,1.6017539852599088,1.525247568778086e+17,7.799317115487154e-11
27,5.3745880781216e+31,5234681207.943384,13572149.986232245,84.97891765213481,6.597941336560857e+32,0.6770663118326291,1.6061540048364984,1.5177424881118902e+17,7.712451396584922e-11
28,5.573646895829807e+31,5301842611.563293,13546545.318614613,84.68780087563123,6.800067981430296e+32,0.6776177344864982,1.6103953770535306,1.510343489816926e+17,7.628172126917172e-11
29,5.772705713538015e+31,5367566681.289817,13521538.533121232,84.3987926308917,7.00016351332467e+32,0.6781573032607011,1.6144860551361075,1.5030471771782224e+17,7.54633287046758e-11
30,5.971764531246222e+31,5431936548.5207405,13497099.256891439,84.11190093617121,7.198283861542294e+32,0.6786855625551014,1.618433757464031,1.4958504526272243e+17,7.466798748348179e-11
31,6.170823348954429e+31,5495027954.943061,13473197.213433197,83.82713999282544,7.394481878356984e+32,0.6792030274408158,1.6222465017700873,1.4887503326568685e+17,7.389441720904649e-11
32,6.369882166662637e+31,5556910116.379823,13449800.890905853,83.54454663047248,7.588807461075827e+32,0.6797101863218582,1.6259332636954893,1.4817440960263955e+17,7.314138409153824e-11
33,6.568940984370844e+31,5617646449.431136,13426884.05653201,83.2641269431049,7.781307753008341e+32,0.6802074445557932,1.6295010674849268,1.4748289892401245e+17,7.240779839367161e-11
34,6.767999802079051e+31,5677295233.039178,13404415.726197256,82.98591850865277,7.972027303063798e+32,0.6806952515222404,1.632959169921687,1.4680023722874547e+17,7.169253913769402e-11
35,6.967058619787259e+31,5735910137.3025875,13382368.281546637,82.70994256058613,8.16100811576678e+32,0.6811739961925429,1.6363156826509346,1.461261643358046e+17,7.099459036812815e-11
