,Mass,Radius,Temperature,Density,Luminosity,Hydrogen,Opacity,Convection,Pressure,Velocity
116,1.982689735557909e+29,807360000.0,14486238.807834651,89.85399859552756,3.4036685251559797e+30,0.732,1.4488620781058428,0.0,1.7868098760269075e+17,1.1956581094029702e-10
117,2.0343575653336265e+29,814320000.0,14485829.776552567,89.85015513324025,3.491971807987561e+30,0.732,1.4489208699752485,0.0,1.7866829961401027e+17,1.1954334540102592e-10
118,2.086913946334812e+29,821280000.0,14485413.74757531,89.84630028986155,3.581776682118543e+30,0.732,1.4489813068859996,0.0,1.786555031202155e+17,1.1952057317280184e-10
119,2.1403663956207597e+29,828240000.0,14484997.710019037,89.84239071895495,3.673095272092889e+30,0.732,1.4490411115273334,0.0,1.7864259814070368e+17,1.1949773313054428e-10
120,2.1947224282706716e+29,835200000.0,14484574.67740491,89.83846976136657,3.7659396846694134e+30,0.732,1.4491025609057915,0.0,1.786295847012634e+17,1.1947458683917626e-10
121,2.2499895573727103e+29,842160000.0,14484151.635933686,89.83449409007632,3.860322008656842e+30,0.732,1.4491633782699331,0.0,1.7861646282162317e+17,1.194513729401489e-10
122,2.3061752940013777e+29,849120000.0,14483721.602085564,89.83050702642917,3.956254314805279e+30,0.732,1.4492258400618638,0.0,1.7860323252800515e+17,1.194278532386805e-10
123,2.363287147206867e+29,856080000.0,14483291.55909789,89.82646526314022,4.053748655640555e+30,0.732,1.4492876700988013,0.0,1.7858989384046906e+17,1.1940426613905285e-10
124,2.4213326239921503e+29,863040000.0,14482854.526457852,89.82241210173488,4.152817065357791e+30,0.732,1.4493511442490803,0.0,1.7857644678567027e+17,1.1938037369044932e-10
125,2.4803192293026374e+29,870000000.0,14482417.484391436,89.81830425498183,4.253471559654997e+30,0.732,1.4494139869079108,0.0,1.785628913839996e+17,1.193564140562951e-10
126,2.540254466002959e+29,876960000.0,14481973.455440698,89.81418500426912,4.355724135628783e+30,0.732,1.4494784733605348,0.0,1.7854922766254547e+17,1.193321495333942e-10
127,2.60114583486695e+29,883920000.0,14481529.416772394,89.81001108273676,4.459586771607185e+30,0.732,1.4495423285894726,0.0,1.7853545564202957e+17,1.1930781804064196e-10
128,2.663000834554115e+29,890880000.0,14481078.394031253,89.80582575131807,4.565071427047571e+30,0.732,1.4496078272875597,0.0,1.7852157534997302e+17,1.1928318212610365e-10
129,2.725826961599941e+29,897840000.0,14480627.361276995,89.80158576384177,4.6721900423686464e+30,0.732,1.4496726950339425,0.0,1.7850758680742835e+17,1.1925847946048704e-10
130,2.7896317103920448e+29,904800000.0,14480169.34730476,89.7973343604696,4.7809545388506266e+30,0.732,1.4497392059197414,0.0,1.7849349004234912e+17,1.1923347284674361e-10
